RecipeName,RecipeDescription,RecipeId
GS6/StdBse        ,Standard Base 6FTGntSub                   ,2237
PlW/StdBse        ,Standard Base WrpPlt                      ,2238
adF/Avocad        ,Avocado AddFt                             ,2239
ad6/Avocad        ,Avocado Add6in                            ,2240
fBd/ApPulPk       ,ApplePulledPrk FlatBd                     ,2241
FfB/ApPulPk       ,ApplePulledPrk FtFbd                      ,2242
FtL/ApPulPk       ,ApplePulledPrk FtLong                     ,2243
Six/ApPulPk       ,ApplePulledPrk 6 inch                     ,2244
Sld/ApPulPk       ,ApplePulledPrk Salad                      ,2245
dmF/ApPulPk       ,ApplePulledPrk ExtrFT                     ,2246
adF/ApPulPk       ,ApplePulledPrk AddFt                      ,2247
ad6/ApPulPk       ,ApplePulledPrk Add6in                     ,2248
dm6/ApPulPk       ,ApplePulledPrk Extr6                      ,2249
#NOM?,Pastrami Portn                            ,2250
fBd/PulPk6.5      ,PullPrkBBQ FlatBd                         ,2251
FfB/PulPk6.5      ,PullPrkBBQ FtFbd                          ,2252
FtL/PulPk6.5      ,PullPrkBBQ FtLong                         ,2253
Six/PulPk6.5      ,PullPrkBBQ 6 inch                         ,2254
Sld/PulPk6.5      ,PullPrkBBQ Salad                          ,2255
dmF/PulPk6.5      ,PullPrkBBQ ExtrFT                         ,2256
adF/PulPk6.5      ,PullPrkBBQ AddFt                          ,2257
ad6/PulPk6.5      ,PullPrkBBQ Add6in                         ,2258
dm6/PulPk6.5      ,PullPrkBBQ Extr6                          ,2259
#NOM?,PullPrkBBQ Portn                          ,2260
fBd/ChxTry        ,Chicken Teriyaki FlatBd                   ,2261
FfB/ChxTry        ,Chicken Teriyaki FtFbd                    ,2262
FtL/ChxTry        ,Chicken Teriyaki FtLong                   ,2263
Six/ChxTry        ,Chicken Teriyaki 6 inch                   ,2264
Sld/ChxTry        ,Chicken Teriyaki Salad                    ,2265
dmF/ChxTry        ,Chicken Teriyaki ExtrFT                   ,2266
adF/ChxTry        ,Chicken Teriyaki AddFt                    ,2267
ad6/ChxTry        ,Chicken Teriyaki Add6in                   ,2268
dm6/ChxTry        ,Chicken Teriyaki Extr6                    ,2269
#NOM?,Chicken Teriyaki Portn                    ,2270
fBd/Meatbl        ,Meatball FlatBd                           ,2271
FfB/Meatbl        ,Meatball FtFbd                            ,2272
FtL/Meatbl        ,Meatball FtLong                           ,2273
Six/Meatbl        ,Meatball 6 inch                           ,2274
Sld/Meatbl        ,Meatball Salad                            ,2275
dmF/Meatbl        ,Meatball ExtrFT                           ,2276
adF/Meatbl        ,Meatball AddFt                            ,2277
ad6/Meatbl        ,Meatball Add6in                           ,2278
dm6/Meatbl        ,Meatball Extr6                            ,2279
#NOM?,Meatball Portn                            ,2280
Sid/Raisin        ,Raisins Side                              ,2281
BxL/Seafd         ,Seafood Sensation BoxLn                   ,2282
fBd/Seafd         ,Seafood Sensation FlatBd                  ,2283
FfB/Seafd         ,Seafood Sensation FtFbd                   ,2284
FtL/Seafd         ,Seafood Sensation FtLong                  ,2285
Six/Seafd         ,Seafood Sensation 6 inch                  ,2286
Sld/Seafd         ,Seafood Sensation Salad                   ,2287
dmF/Seafd         ,Seafood Sensation ExtrFT                  ,2288
adF/Seafd         ,Seafood Sensation AddFt                   ,2289
ad6/Seafd         ,Seafood Sensation Add6in                  ,2290
dm6/Seafd         ,Seafood Sensation Extr6                   ,2291
#NOM?,Seafood Sensation Portn                   ,2292
BxL/ChknTikka     ,ChknTikka BoxLn                           ,2293
fBd/ChknTikka     ,ChknTikka FlatBd                          ,2294
FfB/ChknTikka     ,ChknTikka FtFbd                           ,2295
FtL/ChknTikka     ,ChknTikka FtLong                          ,2296
Six/ChknTikka     ,ChknTikka 6 inch                          ,2297
Sld/ChknTikka     ,ChknTikka Salad                           ,2298
dmF/ChknTikka     ,ChknTikka ExtrFT                          ,2299
adF/ChknTikka     ,ChknTikka AddFt                           ,2300
ad6/ChknTikka     ,ChknTikka Add6in                          ,2301
dm6/ChknTikka     ,ChknTikka Extr6                           ,2302
#NOM?,ChknTikka Portn                           ,2303
adF/BeefSp        ,Beef Strips AddFt                         ,2304
adM/Avocad        ,Avocado AddMlt                            ,2305
#NOM?,Avocado Portn                             ,2306
#NOM?,Cheese Portn                              ,2307
adM/Cheese        ,Cheese AddMlt                             ,2308
#NOM?,Steak & Chse Portn                        ,2309
adM/SmkTrkThEggC  ,Smk Trk Thigh Egg Chs AddMlt              ,2310
#NOM?,Rst Chicken Portn                         ,2311
#NOM?,Veggie Patty Portn                        ,2312
Mni/Spicy         ,Spicy Italian Mini                        ,2313
PlS/FitPltr       ,FitPltr SndPlt                            ,2314
PlS/FlavCrPltr    ,FlavCrPltr SndPlt                         ,2315
PlS/ClsCom        ,Classic Combo SndPlt                      ,2316
Mni/TkBTgh        ,TkyBrst & Smk Tky Thigh Mini              ,2317
Mni/BLT           ,BLT Mini                                  ,2318
Mni/ChknTikka     ,ChknTikka Mini                            ,2319
BxL/ChxPzl        ,Chicken Pizziola BoxLn                    ,2320
Mni/ChxPzl        ,Chicken Pizziola Mini                     ,2321
Mni/Seafd         ,Seafood Sensation Mini                    ,2322
BxL/VegPty        ,Veggie Patty BoxLn                        ,2323
Mni/VegPty        ,Veggie Patty Mini                         ,2324
BxL/ApPulPk       ,ApplePulledPrk BoxLn                      ,2325
Mni/ApPulPk       ,ApplePulledPrk Mini                       ,2326
BxL/Turkey        ,Turkey BoxLn                              ,2327
WmD/WalIcee       ,Walmart Icee WMDrink                      ,2330
BxL/ChxStr        ,Chickn Strips BoxLn                       ,2331
fBd/ChxStr        ,Chickn Strips FlatBd                      ,2332
FfB/ChxStr        ,Chickn Strips FtFbd                       ,2333
FtL/ChxStr        ,Chickn Strips FtLong                      ,2334
Six/ChxStr        ,Chickn Strips 6 inch                      ,2335
Sld/ChxStr        ,Chickn Strips Salad                       ,2336
dmF/ChxStr        ,Chickn Strips ExtrFT                      ,2337
adF/ChxStr        ,Chickn Strips AddFt                       ,2338
ad6/ChxStr        ,Chickn Strips Add6in                      ,2339
dm6/ChxStr        ,Chickn Strips Extr6                       ,2340
#NOM?,Chickn Strips Portn                       ,2341
3Bf/TkyEgg        ,Turkey Egg & Cheese 3BkfFb                ,2342
6Bf/TkyEgg        ,Turkey Egg & Cheese 6BkfFb                ,2343
6Bk/TkyEgg        ,Turkey Egg & Cheese SixBkf                ,2344
Bkf/TkyEgg        ,Turkey Egg & Cheese FtbkFb                ,2345
FbK/TkyEgg        ,Turkey Egg & Cheese Ftbk                  ,2346
dbF/TkyEgg        ,Turkey Egg & Cheese ExtrFTBfst            ,2347
db6/TkyEgg        ,Turkey Egg & Cheese Extr6Bfst             ,2348
dmM/TkyEgg        ,Turkey Egg & Cheese ExtrMlt               ,2349
BxL/Veggie        ,Veggie Delite BoxLn                       ,2350
fBd/Veggie        ,Veggie Delite FlatBd                      ,2351
FfB/Veggie        ,Veggie Delite FtFbd                       ,2352
FtL/Veggie        ,Veggie Delite FtLong                      ,2353
Mni/Veggie        ,Veggie Delite Mini                        ,2354
Six/Veggie        ,Veggie Delite 6 inch                      ,2355
Sld/Veggie        ,Veggie Delite Salad                       ,2356
Wrp/Veggie        ,Veggie Delite Wrap                        ,2357
Wrp/Veggie        ,Veggie Delite Wrap                        ,2358
BxL/Turkey        ,Turkey BoxLn                              ,2359
fBd/Turkey        ,Turkey FlatBd                             ,2360
FtL/Turkey        ,Turkey FtLong                             ,2361
Mni/Turkey        ,Turkey Mini                               ,2362
Six/Turkey        ,Turkey 6 inch                             ,2363
Sld/Turkey        ,Turkey Salad                              ,2364
Wrp/Turkey        ,Turkey Wrap                               ,2365
dmF/Turkey        ,Turkey ExtrFT                             ,2366
adF/Turkey        ,Turkey AddFt                              ,2367
ad6/Turkey        ,Turkey Add6in                             ,2368
dm6/Turkey        ,Turkey Extr6                              ,2369
#NOM?,Turkey Portn                              ,2370
BxL/Ham           ,Ham BoxLn                                 ,2371
fBd/Ham           ,Ham FlatBd                                ,2372
FfB/Ham           ,Ham FtFbd                                 ,2373
FtL/Ham           ,Ham FtLong                                ,2374
Mni/Ham           ,Ham Mini                                  ,2375
Six/Ham           ,Ham 6 inch                                ,2376
Sld/Ham           ,Ham Salad                                 ,2377
Wrp/Ham           ,Ham Wrap                                  ,2378
dmF/Ham           ,Ham ExtrFT                                ,2379
adF/Ham           ,Ham AddFt                                 ,2380
ad6/Ham           ,Ham Add6in                                ,2381
dm6/Ham           ,Ham Extr6                                 ,2382
#NOM?,Ham Portn                                 ,2383
BxL/RstBf         ,Roast Beef BoxLn                          ,2384
fBd/RstBf         ,Roast Beef FlatBd                         ,2385
FfB/RstBf         ,Roast Beef FtFbd                          ,2386
FtL/RstBf         ,Roast Beef FtLong                         ,2387
Mni/RstBf         ,Roast Beef Mini                           ,2388
Six/RstBf         ,Roast Beef 6 inch                         ,2389
Sld/RstBf         ,Roast Beef Salad                          ,2390
Wrp/RstBf         ,Roast Beef Wrap                           ,2391
dmF/RstBf         ,Roast Beef ExtrFT                         ,2392
adF/RstBf         ,Roast Beef AddFt                          ,2393
ad6/RstBf         ,Roast Beef Add6in                         ,2394
dm6/RstBf         ,Roast Beef Extr6                          ,2395
#NOM?,Roast Beef Portn                          ,2396
fBd/Steak         ,Steak & Chse FlatBd                       ,2397
FfB/Steak         ,Steak & Chse FtFbd                        ,2398
FtL/Steak         ,Steak & Chse FtLong                       ,2399
Six/Steak         ,Steak & Chse 6 inch                       ,2400
Sld/Steak         ,Steak & Chse Salad                        ,2401
Wrp/Steak         ,Steak & Chse Wrap                         ,2402
dmF/Steak         ,Steak & Chse ExtrFT                       ,2403
adF/Steak         ,Steak & Chse AddFt                        ,2404
ad6/Steak         ,Steak & Chse Add6in                       ,2405
dm6/Steak         ,Steak & Chse Extr6                        ,2406
#NOM?,Steak & Chse Portn                        ,2407
fBd/RstChx        ,Rst Chicken FlatBd                        ,2408
FfB/RstChx        ,Rst Chicken FtFbd                         ,2409
FtL/RstChx        ,Rst Chicken FtLong                        ,2410
Six/RstChx        ,Rst Chicken 6 inch                        ,2411
Sld/RstChx        ,Rst Chicken Salad                         ,2412
Wrp/RstChx        ,Rst Chicken Wrap                          ,2413
Sid/ChipDp        ,Chips and Dip Side                        ,2414
dmF/RstChx        ,Rst Chicken ExtrFT                        ,2415
adF/RstChx        ,Rst Chicken AddFt                         ,2416
ad6/RstChx        ,Rst Chicken Add6in                        ,2417
dm6/RstChx        ,Rst Chicken Extr6                         ,2418
#NOM?,Rst Chicken Portn                         ,2419
WM/WalHotDogReg   ,Walmart Hog Dog Reg WlMrt                 ,2420
WM/WalHotDogJumb  ,Walmart Hog Dog Jumbo WlMrt               ,2421
fBd/VegPty        ,Veggie Patty FlatBd                       ,2422
FfB/VegPty        ,Veggie Patty FtFbd                        ,2423
FtL/VegPty        ,Veggie Patty FtLong                       ,2424
Six/VegPty        ,Veggie Patty 6 inch                       ,2425
Sld/VegPty        ,Veggie Patty Salad                        ,2426
dmF/VegPty        ,Veggie Patty ExtrFT                       ,2427
adF/VegPty        ,Veggie Patty AddFt                        ,2428
ad6/VegPty        ,Veggie Patty Add6in                       ,2429
dm6/VegPty        ,Veggie Patty Extr6                        ,2430
#NOM?,Veggie Patty Portn                        ,2431
BxL/ChxStr        ,Chickn Strips BoxLn                       ,2432
fBd/ChxStr        ,Chickn Strips FlatBd                      ,2433
FfB/ChxStr        ,Chickn Strips FtFbd                       ,2434
FtL/ChxStr        ,Chickn Strips FtLong                      ,2435
Six/ChxStr        ,Chickn Strips 6 inch                      ,2436
Sld/ChxStr        ,Chickn Strips Salad                       ,2437
dmF/ChxStr        ,Chickn Strips ExtrFT                      ,2438
adF/ChxStr        ,Chickn Strips AddFt                       ,2439
ad6/ChxStr        ,Chickn Strips Add6in                      ,2440
dm6/ChxStr        ,Chickn Strips Extr6                       ,2441
#NOM?,Chickn Strips Portn                       ,2442
Mni/ChxStr        ,Chickn Strips Mini                        ,2443
Wrp/VegPty        ,Veggie Patty Wrap                         ,2444
Wrp/VegPty        ,Veggie Patty Wrap                         ,2445
adF/CCTrio        ,Cold Cut Combo AddFt                      ,2446
ad6/CCTrio        ,Cold Cut Combo Add6in                     ,2447
#NOM?,Cold Cut Combo Portn                      ,2448
fBd/ChkShz        ,ChkShz FlatBd                             ,2449
FfB/ChkShz        ,ChkShz FtFbd                              ,2450
FtL/ChkShz        ,ChkShz FtLong                             ,2451
Six/ChkShz        ,ChkShz 6 inch                             ,2452
Sld/ChkShz        ,ChkShz Salad                              ,2453
dmF/ChkShz        ,ChkShz ExtrFT                             ,2454
adF/ChkShz        ,ChkShz AddFt                              ,2455
ad6/ChkShz        ,ChkShz Add6in                             ,2456
dm6/ChkShz        ,ChkShz Extr6                              ,2457
#NOM?,ChkShz Portn                              ,2458
fBd/ChBcRn        ,Chicken Bcn Ranch FlatBd                  ,2459
FfB/ChBcRn        ,Chicken Bcn Ranch FtFbd                   ,2460
FtL/ChBcRn        ,Chicken Bcn Ranch FtLong                  ,2461
Six/ChBcRn        ,Chicken Bcn Ranch 6 inch                  ,2462
Sld/ChBcRn        ,Chicken Bcn Ranch Salad                   ,2463
dmF/ChBcRn        ,Chicken Bcn Ranch ExtrFT                  ,2464
adF/ChBcRn        ,Chicken Bcn Ranch AddFt                   ,2465
ad6/ChBcRn        ,Chicken Bcn Ranch Add6in                  ,2466
dm6/ChBcRn        ,Chicken Bcn Ranch Extr6                   ,2467
BxL/B.M.T.        ,B.M.T. BoxLn                              ,2468
fBd/B.M.T.        ,B.M.T. FlatBd                             ,2469
FfB/B.M.T.        ,B.M.T. FtFbd                              ,2470
FtL/B.M.T.        ,B.M.T. FtLong                             ,2471
Six/B.M.T.        ,B.M.T. 6 inch                             ,2472
Sld/B.M.T.        ,B.M.T. Salad                              ,2473
Wrp/ChkShz        ,ChkShz Wrap                               ,2474
Wrp/ChBcRn        ,Chicken Bcn Ranch Wrap                    ,2475
